count,unique,top,freq
1,1,"There's online forums and blogs, some of which have interactive discussion groups.Also, depending on exactly  what you mean by becoming ""emotional"", feeling overwhelmed by feelings typically happens when people feel a lot of stress and pressure in their lives.   Loneliness contributes to feeling overwhelmed too.Your feelings may be perfectly normal.Similarly, depending on what you mean ""take it out on"" people, you may be expecting too much of yourself.If you're expecting other people to listen to your upset feelings, this is reasonable.If you're harming them as a a result of your upset feelings, this is unreasonable.Depending on what exactly you are doing when you ""take it out"", you may be quite reasonable to do so.",1
3,3,"Hi there. I have to commend you on reaching out to get some answers on why you are feeling the way that you are feeling. A lot of people secretly go about their lives every day feeling this way because they are too afraid of what the answer might be.First off, what stressors do you have in your life right now? Financial, relationship and unemployment are all common stressors for people. They can often make it difficult for us to sleep at night due to the constant racing thoughts and wonders of how you will deal with it all. Secondly, do you have a history of depression or does depression run in your family? Some of the symptoms listed here in this question (i.e. trouble sleeping, constant fatigue, too much sleep, anger & anxiety) are all common symptoms of depression. Often times, these symptoms can be overlooked and mistaken for ""just being tired."" Furthermore, it's important to ask yourself, if you are feeling worthless, problems with concentration and recurrent thoughts of death. If you are having these symptoms, please seek help IMMEDIATELY. Lastly, considering your stated symptoms I would recommend reaching out to your Doctor for further consult. It's always better to be safe and the earlier you catch the symptoms the faster you will get to feeling better! do Some helpful tips for the your Doctor would be to monitor your sleep habits (i.e. how much or little are you sleeping), make a list of your triggers for your anger outbursts as well as your triggers for your anxiety attacks. I hope this was helpful and the best of luck to you.",1
3,3,"It has been said that depression is often the result of a blocked goal.  Often people struggle with both anxiety and depression but have difficulty determining which is the most important issue. For some, depression is the result of frequently blocked goals and when their predominant issues are evaluated, they discover that they are anxious (worried) about a lot of areas in their life but seem to find no relief.  When there is no relief and there have been numerous attempts (either in their mind or in practical application) to resolve the anxiety, depression is often the result.  In this type of case, depression is not the main or underlying issue. The anxiety is the underlying issue.  Having ""a lot on my mind"" sounds like anxiety. Unresolved anxiety can lead to feelings of depression which are often associated with ""emptiness.""  In the question above, I would want to evaluate all of the issues surrounding having ""a lot on my mind"" and determine where these might be coming from. Has there been ongoing rejection from peers? From family? If so, why does this seem to be happening?  Isolation is often a protective measure that one implements to avoid further pain. Where does that need to protect originate?  Are there unmet needs from childhood? Are there traumatic life events that have created a need to self-protect as a defense mechanism? We can feel ""alone"" even when in a crow of people or at a party.  This has nothing, in this case, to do with being around people. It has more to do with how we view ourselves.  If there is a prevailing message or script that has been internalized that says, ""You are worth nothing"" or ""You don't deserve the company of others"" then being around people will not alleviate the problem but only exacerbate it. I would want to evaluate how one feels about themselves and what negative messages one has received and has repeated to oneself over time. The Developmental Needs Meeting Strategy is a therapy aimed at addressing unmet childhood needs. If there is specific trauma that is associated with socializing with people, then EMDR can be very helpful in desensitizing and reprocessing the trauma.  Looking at whether this individual's issue with emptiness is straight depression or whether it is depression as a result of unresolved anxiety is key to determining a treatment strategy.",1
1,1,"A lot of times the anger someone expresses is from feeling a deep level hurt within themselves.   A surface situation, like, a store told you they'd have delivery of a certain item by Tuesday, and when that particular Tuesday comes, the store doesn't have what they told you they would, and you are furious.The fury may have more with many times before in your life, having been deeply let down by someone who mattered to your life at the time, who similarly promised something and failed to deliver whatever it.If at the time of feeling let down by someone important in your life, the relationship didn't allow for honest expression of all your emotions, you'd have learned to hold in what you realized would not be tolerated if you expressed it clearly.Without practice of being heard when feeling hurt by someone, eventually the person, possibly you, learned to contain and contain your emotions.It is possible that the anger you feel at a variety of situations lately, are muting hurt feelings that you've understood from relating to meaningful people in your personal history, to not talk about.As a way to find out if you feel other emotions in addition to anger, take some time to reflect on what triggered your anger and whether its possible that hurt emotions which nobody whom you know wants to hear,  are really the underlying source of your upset.I hope you will enjoy some new discoveries about yourself and your emotions!",1
2,2,"Maybe if you started to address questions of an inner nature of what changed in your life as a result of the back problem.To know your limitations and the areas of your life which they affect, will greatly contribute to stronger self-knowledge within you.Greater awareness and sense of direction very often decreases depression.",1
1,1,"It sounds like you are feeling pretty stuck, lonely, and hopeless; like you have a desire to be more connected to people and to find purpose in life, but are not sure what to do. I am glad to hear that you have at least one friend and I think it is great that you are reaching out for more connection. If you can, working with a therapist who is competent in treating depression may be a huge benefit to you and help you to regain a sense of meaning, motivation, and connection. Additionally, anything you can do to give yourself a little break from the feeling of pointlessness and any ruminating thoughts you may be having may be of help. I know it may sound pointless in the moment, and you may feel a great deal of inertia in doing so, but you may find that if you force yourself to do something small that is pleasurable, like taking a walk for example, there's a good chance you will be glad that you did so after the fact. Thank you for reaching out.",1
1,1,"It sounds like you have some ambivalent feelings towards your ex-boyfriend that are difficult to sort out. You notice that there are both desirable and undesirable things about him, and this is true of everyone to one degree or another. One question that I would have for you is, are you satisfied with your relationship with him as it currently stands? Are you happy with the boundaries between the two of you, or would you like them to be different? Negotiating through conflict and establishing different boundaries are definitely things you could work on with the help of a therapist. Another question I would have for you is, what would it mean for you to find out what motivates his behavior? Discovering the roots of such behavior is something that he would have to work on in his own therapy and not something that you and a therapist could discover without him.",1
6,6,"Something to remember about anxiety is that it's a useful and necessary response to stressors, and we all have a level of anxiety that falls somewhere on the spectrum from very slight to very overwhelming. Anxiety is our brain's way of prompting us to deal with the stress in our lives by getting us geared up for action. Some helpful ways of managing anxiety are actually very simple. The first I'd recommend is a calm breathing technique - breathe in for 4-5 seconds, and then out for 7-8 seconds. Try to repeat this for 3-5 minutes. Another suggestion is to pay closer attention in the moments you feel the physical symptoms of anxiety and see if you can describe - without judging - the sensations to yourself. Try to be very specific, such as ""my palms are feeling very sweaty, and I can feel the slight tightness and fluttering in my belly of the butterflies."" Then try to sit with these sensations without deciding if they are good or bad - just experiencing them as intentionally as possible.  Combining the calm breathing with this technique can also be very helpful. If you feel that these techniques don't help and your anxiety about everyday stressors are inhibiting you from being able to engage in life the way you want to, then I'd highly recommend going for an assessment or even just consultation with a professional. This professional can help you determine if therapy/counseling would be helpful for you to develop additional skills for managing those interfering anxiety symptoms.",1
1,1,"I am so sorry to hear that you are struggling.  It sounds like you've had a traumatic experience that has impacted your life in many ways.  Without knowing much about your history, I wonder if the trauma you suffered has lead to the anxiety, anger, and memory problems you are dealing with, in addition to PTSD.  I would encourage you to look for a trauma therapist who offers a sliding scale or pro bono services.  There may also be community mental health services in your area that offer free therapy if you are eligible for grant.",1
1,1,"Hi Michigan, Relationships are so sparkly for a few years, and then things start to feel different. Most of the time, this is simply because we've pulled back from all the attachment-forming behaviours we did at the beginning. We stop talking a lot, because we have less to discover...we do less for each other and buy fewer gifts...spend less time together...all because we have already formed the love and attachment and we don't need to ""fill the gas tank"" as much. So, just because it feels different doesn't mean it's ""gone bad"".Having said that, it seems as though you are missing something in this relationship that you need; you don't feel loved enough right now. Can you tell him? Have you told him? The strength of your relationship is more clear when people know what the expectations are. Let him know what you need, and see if he gets it. You have choices to make and there is no wrong choice. You certainly have the right to say ""this isn't feeling great anymore"", or ""I want to explore other relationships"", and walk away. But often it's worth it to see how good something can be before you bail. You're drawn to someone else, and this is up to you to decide how this fits with your expectations of yourself in a relationship. Your interest in this other guy is sparkly and new. Your boyfriend can't compete with that if he doesn't know you're unhappy. For some people, being drawn to someone else is a sign they're not into their partner. For others, it's a danger alert, and it makes them want to improve their current relationship. Which one are you?",1
1,1,"Hi Athens, When a teenager wants to have a baby, it's usually for a specific, and not healthy, reason. Do you maybe hope that a baby will cement your relationship? It doesn't work that way. Do you yearn for a person who will love you deeply? Babies don't give to us; we give endlessly to them. I urge you to talk to someone you trust about why you want to speed up your life by being a parent before you are fully grown emotionally. A relationship that is one month old is not stable enough to support a change like this. You're only starting to get to know each other. I wish you well and hope you talk to someone.",1
1,1,"Well, then you learned something new about your boyfriend!Are you fine with having a different opinion than him and staying together.Think over how major a problem this is to you and if it is reason enough to leave the relationship.There are always plenty of areas of disagreement between partners in a relationship.The key to being happy is to know which ones you can accept and which ones are beyond your tolerance with which to live.Also, an early step would be to directly tell your boyfriend your opinion.   He may be willing to change his ways to satisfy you.",1
4,4,"Certainly counselling can help. however, there is a caveat, namely, you will need the right counsellor with the right approach. This leads to two questions: 1) What are the identifiers for the right counsellor, and 2) What is the right approach?1) What are the identifiers for the right counsellor? The right counsellor will almost certainly have a lot of experience. He or she will have done a lot personal work and have an ongoing practice of inner work both on their own and with the support of an experienced therapist. This person will be viewing you as a human being with challenges, not as a diagnostic category. He or she will be willing to work with you over an extended period of time and have experience doing such work. Further they will be well versed in approaches that are responsive to you in the moment and overall. The in-depth work will be collaborativel designed in an ongoing way that is responsive to you, the moment, your overall life experience, and their in-the-moment experience. It goes without saying that you will subjectively evaluate the felt sense of connection with this person and the feeling that they are invested in their work with you, value you as a human being, and value the connection. As well, it is crucial that you feel this connection and that your therapist 'gets you.' 2) What is the right approach?  As Carl Jung stated, ""When the doctor sits down with the patient he (or
she) must drop all theories and learn the theory of this person."" The approach must include a bond between you and your therapist that is in a continuous process of development, attention to pre-verbal imprinting, development of awareness ability, ongoing development of the ability to attend to and stay with inner experience, development of a process orientation, attention to egoic structures that were seeded from the earliest days in the service of perceptions of threats to needs being met, identification of current egoic states and work with these inner selves and their relationship with each other to facilitate movement from developmental points of arrest, increased ability to access and contain non-ordinary states of consciousness, attending to what is, and working with this in the service of moving towards optimal human development.depression is generally experienced as the system shutting down. anxiety is a signal that something is wrong. anxiety is not the problem. it is a sign that there is a problem. the core of these issues is a lack of inner security that is the outcome of insufficient bonding. the work of psychotherapy is to establish an environment and relationship that will facilitate work with the bonding ruptures and re-initiation of the developmental process that stopped at an early stage.",1
1,1,"The ADHD and manic depressive episodes are terms other people told you that you have.You don't have to accept these words to describe who you are.A lot of mental health in our country is about telling people what's wrong with them and giving pills for these so called conditions, instead of helping a person know more about themselves in order to make good decisions.You can be happy because nothing from the outside, such as the names people have used to tell you who you are, can interfere with your own wish to be happy.Others can slow you down because of the self-doubt and hurt feelings.  No one can take happiness from you, only they can make it harder to find and hold onto.Anger management only works temporarily because it is a surface approach.Think of the reason you are angry.  This will be better to know so you will be able to address it.Then you will not have anger to manage.",1
4,4,"At present, the American Disability Association (ADA) only allows protection and guiltiness for Service Animals, which is fall under a separate distinction from Emotional Support Animals. Emotional support animals are untrained animals (typically pets or other domestic animals) that provide wonderful services to their owners, and there are many benefits to having one.Service animals who are trained to provide specific services for an individual with limitations that make them fall under what the ADA defines as ""disabled"" are protected under specific laws, and must be accommodated in public places where the human they serve is present. While it may be beneficial to request that the therapist who ""prescribed"" the dog to you write a letter to the apartment manager, it sounds like the manager is aware of ADA guidelines, and the simplest course of action may be to find an alternative residence, if that is a plausible option.",1
1,1,"Hi Montreal, I'm glad you wrote. What you're experiencing is normal. We're sexual beings. We have a built-in desire to connect sexually with others, because it feels good, to keep procreation going, and mostly to ""connect"" with other people, because connecting with others makes us feel fulfilled and valuable. Sexual desire is a healthy part of you. Maybe your body is telling you it wants to dive into that water and taste it instead of just staring at it? It sounds like you're beginning to explore yourself sexually, and that's okay.At your young age, you also have another innate burning desire, and that is to know yourself. I see both of these desires burning and competing in you. It's a bit of a crazy time...you want to connect with others but you're not sure who you are or what you want from them. You want to know yourself but you can't learn about yourself in a vacuum. It's okay to trust your instincts. It's okay to connect sexually with others, as long as you're preventing disease and pregnancy and you know how to protect your boundaries. But even as I write this, I think maybe I'm being controlling and overprotective of you; it's your body and you're in charge of what happens to it! (But I do want you to be safe...whatever that means to you). Maybe talk to someone you trust. With each encounter you have with other people (sexual or not), you will learn more about yourself and what you want, both sexually and just in relationship or friendship. You will develop a sense of who you are.Have you tried to get to know yourself sexually? This is a super place to start, and knowing how your own body works can give you confidence when you eventually connect with others. When you explore your own body, what feels good? What brings you to orgasm? I wish you well as you explore both who you are and how it feels to connect with others safely. :)",1
2,2,"It is common to go through a stage of adjustment after a breakup, which may include depression symptoms. I recommend practicing self-care:  stressing on balancing your life with healthy eating, exercise, resting and looking at your spiritual life.  These steps should assist you in giving your body and mind some balance.  Practice cognitive reframing, this is training your brain to refocus, and stay on task.  Meditation is a great tool to clear your mind during the day as well; there are multiple apps that help. If the problem persists a therapist could assist you in learning to focus and process those thoughts and feelings that cloud you mind.¿Cómo puedo manejar la depresión después de una separación?He estado cayendo en una depresión profunda que no me permite funcionar durante el día. El único memento en el que estoy en calma es cuando duermo.  Si estoy con mis amigos, familia, en el trabajo o a solas, no puedo pensar claramente. Ya no me siento como yo.Es común pasar por un estado de ajuste después de una separación, y este ajuste puede incluir síntomas de depresión.  Recomiendo que practiques auto compasión: esforzarte en balancear tu vida comiendo saludable, ejercitándote, descansando y analizando tu vida espiritual.  Estos pasos te ayudarán a balancear tu mente y cuerpo.  También puedes practicar reenfocar tus pensamientos para mantener tu mente clara. La meditación es una buena manera de practicar el enfoque mental, y existen muchas aplicaciones que te pueden ayudar.  Si el problema persiste tu consejero te puede ayudar a aprender técnicas de enfoque a procesar pensamientos  o sentimientos que te estén afectando.",1
2,2,"Answers about our inner lives are most successfully reached from a sense of feeling grounded in oneself.First step is to accept your nervousness and restless sleep.  As often as possible, sleep during daytimes in order for your body to catch up on its need for rest.Accept too about feeling down.  It is normal to feel down once in a while.  From this place of self-acceptance, trust any answers which come up to your mind.  Often answers about complicated topics come in small pieces, not all at once as a whole unit.Also, your description about panic attacks is also completely normal.   They often arise unrelated to particular conditions at a given moment.  They are a healthy symptom your body is trying to expel bad feelings and does this by having the anxiety erupt at times.So, self-acceptance, tolerance of being on a process of clearing out worn out emotional clutter, and sleep at odd times if possible, are all ways to stabilize yourself, which will also feel calm and good!",1
1,1,"Hello, and thank you for your question. Sleep problems, including insomnia and even the nightmares that you are writing about, are really common for people and so many people suffer from them. Here are a few things to consider or to try: 1. Have you changed or started taking any new medication lately? Medications can certainly affect your sleep and some can even cause vivid or frightening dreams. If you are taking a new medication, talk to your provider about the nightmares, this may be the cause. 2. Stress can certainly increase our difficulty with sleep and can also begin to affect our dream states. The dreams may not make much sense, but then again even good dreams don't always make much sense. Ask yourself, do I have any new or renewed stressors in my life? Work, school, relationships, health.... all of these areas and many more are places where stress can hide out. If this is the case, talk with your provider or consider seeing a counselor who may be able to help. 3. Something to consider is that once we start to have anxiety or stress about something, we can begin to obsess about it. My guess is that going to bed for sleep is no longer a pleasant thing for you. Your stress and fear of what may happen when you sleep could start way before you actually go to bed. This could increase your chances of having another bad dream. Try relaxation techniques before going to bed. If you have YouTube, you can pull up ""Guided Meditation for Sleep"" exercises to help you relax. There are many different ones to choose from. You may also want to try deep breathing.4. There are self-help ideas for managing bad nightmares. If you Google search ""Nightmare Rescripting"" or ""Nightmare Exposure"" you may find some ideas and instructions on how to manage dreams. I hope these ideas help. Be well... Robin J. Landwehr, DBH, LPC, NCC",1
2,2,"So wonderful to have a boyfriend who is able to understand and forgive you. What do you think that he sees in you that allows him to do that? Does he see someone who like other humans makes mistakes? Does he see someone who despite hurtful choices is a good person committed to being a loving respectful partner? The compassion and understanding that we can often extend to others can be difficult to extend to ourselves. We often hold very unrealistic and perfectionist expectations for ourselves which may even lead to our poor choices in the first place - as a ways of letting off steam or rebelling against our high standards. Regardless of the reasons, we all make mistakes and imperfection does not make someone less loveable - it just makes them human. If your boyfriend is able to start clean with you, there must be a reason. What you do from here on out will define the kind of partner you are to him. Can you treat him with the kind of respect that you would want? Can you help him to feel loved and safe in the relationship? Can you allow yourself to be imperfect and afraid and still worthy of love and acceptance. When you are feeling ashamed of your behaviours - try to imagine extending that scared part of you the same love and acceptance that you might extend to other people who have made mistakes. It is not easy to forgive ourselves but it is important in order to allow ourselves to be loved and to truly love others.",1
9,9,"Your question highlights your pain very clearly.  What you are describing is one of the most common scenarios I see in my practice with couples: One partner feels terribly lonely and unimportant in response to the other partner either turning towards other people and activities or being withdrawn and turning inward. My mind immediately goes to a question for you: What happens when you are feeling alone and uncared for? What do you say to yourself about you, about your spouse, and about your relationship?  What do you do in response to these feelings? Do you ask for what you need?  Does this lead to arguments?  Do you stay silent or withdraw?Very often, couples enter into negative patterns where one partner feels afraid of rejection by the other partner and so withdraws from the relationship (and is often seen as ""cold and aloof"" towards the relationship), and the other partner feels afraid of abandonment by the withdrawing partner and so pursues the other (and is often seen as ""critical and nagging"").  Regardless of ""who started it,"" these patterns can turn into infinity loops that take on a gravity of their own, and ultimately cause both partners to withdraw and dissolve the relationship.  If both partners want to work on saving and improving the relationship, the way out of this is to learn about your emotions and patterns together so that you can slow down the pattern and stay in touch with the emotions that pull people together.  As the patterns slow down, partners are better able to get more deeply in touch with their vulnerabilities, needs and longings, and ask for them to be met in such a way that doesn't leave the other partner feeling criticized, threatened, abandoned, or uncared for.Some couples can do this without the help of a therapist.  The book ""Hold Me Tight: 7 Conversations for a LIfetime of Love"" by Sue Johnson is a self-help book based on Emotionally Focused Therapy (the most scientifically validated couples therapy that currently exists), and has been helpful to many couples that I see.  When a therapist is needed to help partners reconnect or overcome betrayals, I recommend seeking couples therapists who are trained in a scientifically tested model of couples therapy (such as Emotionally Focused Therapy.  You can learn more about EFT or find an EFT therapist here: http://www.iceeft.com).To summarize:Your pain is understandable and valid.  It's telling you what you are missing and what you want.Reconnection comes when we can listen to what our feelings are telling us, express those feelings in a safe way, and assert our wants/needs, while remaining open to the vulnerabilities and needs of our partner.If you can do that on your own, and your relationship is responsive, that's fantastic!  If you encounter challenges in resolving this yourself, consider therapy with a trained couples therapist using a model that is scientifically validated.  Pain means this is important!  You and your marriage are worth the effort!",1
1,1,"Do you both want to fix the marriage?The relationship belongs to both of you so that one working without the other cooperating in this work too, will have one person who does all the changing.This dynamic itself creates problems of its own.About your husband telling you he feels pushed out, did he do anything on his own to address his problem of feeling like this?All you state is that he blames you for creating a situation he didn't like.If he did nothing because he felt unsure what to do, anything which shows he understands he has as vital a part in the marriage as you, is ok.Because affairs create mistrust between two people, the two of you would also need to be very aware to regain each other's trust.Talking as much as possible so you both know what goes on in the life of the other, how you each are feeling, what matters to you, is helpful to grow a new foundation for your marriage's future.",1
1,1,"Hi Smyrna,Your husband is avoiding dealing with this problem. I understand how lonely you must feel, not only sexually, but emotionally too.From what you describe, it seems that he wants to be there for you, but he clearly has barriers to engaging fully around this issue. My hunch is that he doesn't know what to do or how to talk to you. But I think he does have something to say.Your husband is 29 years older and you've been together for ten years...that puts you at around thirty perhaps and him at almost sixty? Has any wise older woman sat you down to explain that men sometimes have erectile issues or hormone-related low sex drive as they age? It's possible that your husband is bewildered, angry, grieving or anxious about changes in his sex drive or his ability to maintain an erection, and that he doesn't know how to talk to you about this. He may feel like he's letting you down, and he's scared it will get worse, so he's sticking his head in the sand. Of course, that doesn't help, does it?The worst case scenario is that you get angry or hopeless, that he senses danger or disapproval from you and pulls away even further in shame. Eventually, you stop chasing him, and you drift further apart. It's a bit of a conundrum...how to honour both your need for connection and honesty and his need for a safe place to explore his fears and insecurities. Maybe lower your expectations for a bit? Your husband will need to believe that you are a safe place to share his fears, and you would need to hold onto the fact that he's really scared, and that he's not rejecting you...just protecting himself.I would suggest having a gentle conversation that sounds something like ""Sweetheart, we both know that something's not right here. I think you've been trying to handle this on your own or hoping it would get better, but can we agree that it's not? I need you to either talk to me about what's happening, or please go see a doctor. What I need is to see that you are doing some little step to help us. Either of those things would show me that.""In the end, you need to know that he's heard you and that he's willing to look at the issue in some way. If he does neither, then at least you know where you stand and you can decide whether to live in a sexless marriage. I wonder if showing him this answer to your question might help? Just a thought.",1
1,1,"Figuring out the space we need between ourselves and others is an ongoing and unsolvable task.  But it sounds like you may be feeling stuck in a pattern of pushing people away and are wanting to change that.  Pushing others away may be your way of surviving relationships and may have proven to be very helpful at one point in your life.  Or it may be serving some other purpose.  One helpful way to consider changing that is to seek out a therapist.  Psychotherapy can provide you with a relationship that is in tune to you and that can provide the reflection and supportive challenges to help determine the function the 'pushing away' is serving.  It also may be helpful for you to take time to reflect on the moments when interpersonal guardedness snuck its way into the interaction.  What were you feeling right before this?  Did it provide relief?  Reflecting on what was happening just before and right after can provide some clues as to what purpose the 'pushing away' serves.It may be helpful to communicate to the boyfriend how you experience intimacy and the discomfort it can bring you at times.  This may help him be as sensitive as you need him to be about the pace of the relationship, and to understand what may be happening when you push him away.",1
1,1,"It sounds like there is a bit of confusion regarding how you two feel about each other. Do you know what type of relationship you want with him? A friendship only, casual dating, or an exclusive relationship? I would encourage you to first figure that out and then communicate to him how you are feeling. Ask him to be honest with you about how he feels and what he wants from your relationship as well. Be mentally prepared for a variety of responses from him so that there are no major surprises. By clearing the air and learning what your own and each other's desires are, you can then move forward with a plan. Without that clarification, there will likely be false assumptions, unanswered questions, and confusion.",1
1,1,"Hi there. Wow, this sounds like a sticky situation; however, I’m here to help guide you through this decision. First and foremost, you must ask yourself, if you ever loved your sons’ father or was it a situation to where you two got pregnant and stayed together for the child. It’s very common to stay with your partner when a child is involved regardless, if love is involved or not because “it’s the right thing to do.” Right? Well, not entirely. Although, staying with your partner because you have a child together may seem right, in fact, it hurts the child in the long run. If you are not love with your partner, you will show distance, unhappiness, sadness, possibility of frequent arguments and cheating. When a child grows up in the home and witnesses these types of emotions & behaviors it is unhealthy as he/she will expect their own relationships to be such. As a responsible adult, you are supposed to be there to shape and model the future for your child. Just remember, what you do, your child will model. Secondly, do not sell yourself short from love. Everyone deserves to be happy and to have someone to share their love and intimacy with. However, being in love with someone you have never seen before can be very risky. Honestly, that sounds like lust and the longing of love. Humans have needs and when people are unhappy in their current relationship, they often seek out what they need. If you decide to pursue the second relationship, I would suggest setting up an outing with a friend or two in order to get to know this person as there are a lot of scammers these days. Finally, I am not convinced that this has anything to do with choosing between two guys. This seems as if you are making a decision to end the relationship with your child’s father or not. You should ask yourself, if you were in love with your child’s father first off. If you were, you would have never sought after love. I hope this was helpful for you and I hope I was able to shed a different light on your situation. Take care of yourself!",1
1,1,"Congrats on having your daughter!Have you told your partner about your feelings of ""hurt and confused""?This is one possible way of opening a conversation about the different ways you each feel about one another and whether either of you would like changing or continuing to live together, in light of the change in emotional connection.The first step of having a dialogue about a relationship is being clear on what you are feeling, what you are willing to contribute to the relationship and what you would like having in return from your partner.Ask your partner if she is willing to have a conversation on these topics.  Then, allow some time so each of you is clear about their own expectations and what is possible to offer the other.This is a fairly complex process and very often is difficult to keep on track without outside help to keep the discussion focused.It is normal for emotions to override our logic when discussing matters we care about deeply.If the conversations don't go very far, or if your partner has no interest in talking, stick with your own interest to more fully understand matters.Interview some therapists to find one whom you feel helps you clarify and find direction for yourself about this situation.",1
4,4,"Relationships at any amount of distance can be so hard! It makes sense that you are encountering more anxiety than usual given that major change in your relationship. And you're right that being separated from our partners can heighten our insecurities and worries about not only our relationship security but about our partner's interest. Have you talked with your boyfriend about this struggle you're feeling? It can be hard to have this kind of conversation without triggering a sense of blame and subsequent defensiveness in our partners, but it really is possible. If you have any concerns about being able to do this, then a session or two with a local counselor or therapist might be really helpful - and it really can be just about finding the way to share what you're feeling.As far as coping with anxiety, there are a lot of options but I highly recommend an app called Self-Help for Anxiety Management. There's so much good information in this app to help you learn to pay attention to what kinds of thoughts are helpful or unhelpful, and there are also lots of activities for calming down and decreasing the intensity of that anxiety. The best part is, it's free!",1
1,1,"I don't think you’ve lost something, I think you’ve found something - your breaking point, and it's about time. Your boyfriend seems to be a very selfish and immature man who reconnects with you when it's convenient for him. Obviously, he has his own issues, but I want to address yours. I agree you need to talk to someone. The fact that you’ve put up with his repeated cheating and then letting him blame you for it (by saying you're not affectionate enough, etc.), tells me you probably have low self-esteem and have likely told yourself over the years that you don't deserve any better. You do! You may truly love this guy, but based on his behaviors, he does not love you, not in the way you deserve.  And although you may want to believe he can change, he has proved over and over again that he's not willing to, so you need to do what is best for you and your children. What would you tell your daughters if someone was treating them this way? Would you want your sons to treat women this way? That's what you're teaching your children when they see this.Like I said, I agree that you should talk to someone. You can ask your boyfriend to go too, but my guess is he won't. Even if he does, you should still see someone individually to work on YOU. I understand it's not easy to just kick him out, especially since you have children together, but a counselor can help you talk through all the details while helping you raise your self-esteem and self-worth.",1
1,1,"Seeking professional help does not mean that you will necessarily be admitted into an inpatient setting - though  to be honest, that can become an option if you feel unsafe or if you are unable to plan for safety. However, many clients who struggle with self-harm can find help in outpatient settings - particularly those which offer a treatment called Dialectical Behavioral Therapy (DBT). Looking for a DBT professional or group therapy setting may be particularly helpful, but a skilled professional can help you to figure out how to identify other options even when you are experiencing overwhelming emotions. Without knowing your location, I also recommend searching to find your local helpline or suicide prevention hotline. The volunteers on the other end of the line can be very helpful even if your intention is not suicide and they are likely also to be able to connect you with resources in your area. Calling into the helpline may also be a first step alternative to self-harming when you're feeling overwhelmed.",1
3,3,"It may be helpful to have this emotionally impactful conversation in the context of couples therapy.Whether or not you should get a divorce is not the first question that comes to mind for me, but more along the lines of do you want to be together and what kind of relationship do you want to create?For some people, polyamorous relationships (those involving more than two people) are acceptable. This does not work for everyone, but if each of you agree that that is okay, it may work for you and your husband. If it is something that you are both open to, it is often beneficial to have more than one discussion about the details of what is acceptable for each of you.If you want to be devoted only to each other, what does that lifestyle look like for each of you? What can you start or stop doing right now to move your relationship in that direction?Neither of you can make the other partner change. That does not mean you cannot talk about what each of your goals are together and support each other in working toward those goals you have for yourselves.Sometime having discussions like these is easier when there is a structure and/or someone in the room (like a therapist) who can help keep the conversation on topic and work on having each of you communicate in a way that expresses your wants, wishes, and desires in a way that is not blaming of your partner.If either of you wants a divorce, that could be part of the discussion. Divorce is not the only choice here, depending upon what each of you wants and is willing to accept, learn, and grow from as it relates to yourself and your partner.",1
1,1,"Hey, dogs are cool. They adore pleasing humans and often LOVE to work on learning what you want and expect from them. Your girlfriend on the other hand, likely has her own desires and needs that she attend to before tuning into yours. You are good with dogs, that tells me that you've spent some time observing their behavior. The first step in working through this issue would be similar, start to tune into and observe your girlfriend more often... Observation is a skill when it comes to relationship building. The skills you have mastered in relating with your dogs can carry over, you will just have to relearn what behaviors you are watching. And keep in mind that also means observing yourself in relationships.",1
1,1,"Deciding whether or not psychiatric medicine is a good option can be complicated, as you have noticed, and only a person who is licensed to prescribe can give you medical advice regarding medications. While there is sometimes relief from symptoms from medication, as you have pointed out, there are often negative side effects as well. While I can't give you advice on whether or not to continue medication, I would urge you to take an inventory of the positive and negative effects that you have noticed and educate yourself as much as possible about the short and long-term costs and benefits of psychiatric medication. If you can find a doctor, psychiatrist, or ARNP who is competent in mental health, it may also benefit you to consult with them.One thing that I am wondering about is, what is your support system like, in regards to your fight against depression? Are you seeing a therapist or attending any therapeutic or supportive group? While there are many things that one can do on their own to work through challenges such as depression, psychotherapy has been shown time and again in research to be highly effective and sometimes having a relationship with a caring, competent professional who understands depression and ways of helping can make a huge difference.",1
1,1,"I wonder if you have moments where you feel happy?You say you have amazing friends. I wonder if you get along with them and feel as though you can be yourself around them.Sometimes we put a lot of pressure on ourselves to do really well at everything all the time and this can be overwhelming sometimes. Where do you have support? I hope you can tell someone that you are feeling sad so that you can talk about your feelings.Sleeping can make a big difference as far as feeling sad as well. If you're not sleeping well at night, that could be a big part of feeling sad a lot.Perhaps you could try to find a person or two who makes you feel totally safe and comfortable and try to talk with them.",1
